;;gcomponents;gnontrivial;gpredicates;grules;gconstraints;nbredgefacts;nbredgepred;defjoin;normalization;heuristic;dw;jumpy;frumpy;crafty;none;nopre
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_010.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;0.0;semi;min-degree;5.0;21.04;21.81;20.62;21.74;25.80
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_010.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;1.0;weak;min-degree;5.0;0.24;0.24;0.24;0.24;0.26
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_010.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;0.0;weak;min-degree;5.0;23.88;24.76;23.87;24.95;35.11
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_010.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;0.0;none;min-degree;5.0;0.02;0.02;0.02;0.02;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_011.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;1.0;semi;min-degree;6.0;1.07;1.10;1.07;1.10;1.19
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_011.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;0.0;semi;min-degree;6.0;142.16;169.72;143.95;170.29;248.67
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_011.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;1.0;weak;min-degree;6.0;1.04;1.05;1.04;1.05;1.17
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_011.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;0.0;weak;min-degree;6.0;137.09;171.93;131.48;169.86;332.79
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_011.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;0.0;none;min-degree;6.0;0.47;0.47;0.48;0.47;0.47
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_013.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;1.0;semi;min-degree;6.0;0.41;0.41;0.41;0.41;0.45
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_013.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;semi;min-degree;6.0;79.33;85.23;80.00;85.25;114.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_013.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;1.0;weak;min-degree;6.0;0.42;0.42;0.42;0.42;0.45
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_013.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;weak;min-degree;6.0;86.15;95.84;85.98;95.45;145.27
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_013.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;none;min-degree;6.0;0.27;0.28;0.28;0.27;0.28
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_014.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;1.0;semi;min-degree;7.0;0.01;0.01;0.01;0.01;0.01
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_014.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;0.0;semi;min-degree;7.0;224.53;240.56;224.98;257.57;424.41
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_014.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;1.0;weak;min-degree;7.0;0.02;0.02;0.02;0.02;0.01
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_014.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;0.0;weak;min-degree;7.0;343.73;380.59;351.00;428.02;439.27
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_014.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;0.0;none;min-degree;7.0;0.02;0.02;0.02;0.02;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_015.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;1.0;semi;min-degree;7.0;0.04;0.04;0.04;0.03;0.03
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_015.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;0.0;semi;min-degree;7.0;43.75;43.47;43.55;43.72;55.06
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_015.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;1.0;weak;min-degree;7.0;3.88;3.89;3.95;3.86;3.99
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_015.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;0.0;weak;min-degree;7.0;61.45;63.42;61.95;63.04;93.23
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_015.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;0.0;none;min-degree;7.0;0.01;0.01;0.01;0.01;0.01
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_016.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;1.0;semi;min-degree;7.0;0.01;0.01;0.01;0.01;0.01
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_016.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;0.0;semi;min-degree;7.0;261.89;277.15;263.09;289.19;472.45
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_016.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;1.0;weak;min-degree;7.0;0.03;0.02;0.02;0.02;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_016.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;0.0;weak;min-degree;7.0;444.80;591.40;497.37;552.37;605.87
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_016.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;0.0;none;min-degree;7.0;0.08;0.08;0.07;0.07;0.08
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_017.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;1.0;semi;min-degree;5.0;0.38;0.38;0.38;0.38;0.41
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_017.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;semi;min-degree;5.0;36.83;37.80;36.88;37.79;46.95
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_017.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;1.0;weak;min-degree;5.0;0.46;0.46;0.45;0.45;0.48
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_017.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;weak;min-degree;5.0;37.45;39.38;37.40;39.08;52.10
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_017.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;none;min-degree;5.0;0.08;0.08;0.07;0.07;0.08
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_018.lp;14.0;1.0;9.0;5.0;2.0;55.0;1.0;1.0;semi;min-degree;5.0;0.12;0.13;0.13;0.12;0.13
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_018.lp;14.0;1.0;9.0;5.0;2.0;55.0;1.0;0.0;semi;min-degree;5.0;22.57;22.83;22.71;22.77;25.25
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_018.lp;14.0;1.0;9.0;5.0;2.0;55.0;1.0;1.0;weak;min-degree;5.0;0.13;0.12;0.12;0.12;0.15
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_018.lp;14.0;1.0;9.0;5.0;2.0;55.0;1.0;0.0;weak;min-degree;5.0;24.03;24.24;23.87;24.24;27.80
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_018.lp;14.0;1.0;9.0;5.0;2.0;55.0;1.0;0.0;none;min-degree;5.0;0.01;0.01;0.01;0.02;0.01
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_019.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;1.0;semi;min-degree;7.0;1.32;1.33;1.33;1.32;1.36
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_019.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;0.0;semi;min-degree;7.0;178.79;189.38;177.86;189.74;275.85
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_019.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;1.0;weak;min-degree;7.0;3.49;3.50;3.49;3.48;3.53
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_019.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;0.0;weak;min-degree;7.0;206.32;230.00;211.51;226.57;386.44
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_019.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;0.0;none;min-degree;7.0;0.05;0.05;0.05;0.05;0.05
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_020.lp;14.0;1.0;9.0;5.0;2.0;51.0;1.0;1.0;semi;min-degree;6.0;3.59;3.65;3.55;3.65;4.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_020.lp;14.0;1.0;9.0;5.0;2.0;51.0;1.0;0.0;semi;min-degree;6.0;66.56;68.64;66.75;68.87;88.03
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_020.lp;14.0;1.0;9.0;5.0;2.0;51.0;1.0;1.0;weak;min-degree;6.0;3.56;3.61;3.54;3.59;4.11
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_020.lp;14.0;1.0;9.0;5.0;2.0;51.0;1.0;0.0;weak;min-degree;6.0;92.13;99.29;91.72;98.63;148.56
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_020.lp;14.0;1.0;9.0;5.0;2.0;51.0;1.0;0.0;none;min-degree;6.0;3.83;3.88;3.84;3.84;3.80
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_001.lp;14.0;1.0;9.0;5.0;2.0;75.0;1.0;1.0;semi;min-degree;7.0;5.02;5.23;5.42;5.23;5.67
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_001.lp;14.0;1.0;9.0;5.0;2.0;75.0;1.0;0.0;semi;min-degree;7.0;690.87;844.43;756.04;815.19;1251.91
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_001.lp;14.0;1.0;9.0;5.0;2.0;75.0;1.0;1.0;weak;min-degree;7.0;5.79;6.06;5.85;5.98;6.50
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_001.lp;14.0;1.0;9.0;5.0;2.0;75.0;1.0;0.0;weak;min-degree;7.0;939.19;1053.73;884.63;1052.54;1229.49
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_001.lp;14.0;1.0;9.0;5.0;2.0;75.0;1.0;0.0;none;min-degree;7.0;0.36;0.35;0.35;0.36;0.35
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_006.lp;14.0;1.0;9.0;5.0;2.0;55.0;1.0;1.0;semi;min-degree;5.0;0.30;0.30;0.31;0.31;0.33
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_006.lp;14.0;1.0;9.0;5.0;2.0;55.0;1.0;0.0;semi;min-degree;5.0;12.25;12.36;12.23;12.34;14.31
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_006.lp;14.0;1.0;9.0;5.0;2.0;55.0;1.0;1.0;weak;min-degree;5.0;0.28;0.27;0.27;0.27;0.29
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_006.lp;14.0;1.0;9.0;5.0;2.0;55.0;1.0;0.0;weak;min-degree;5.0;16.65;16.94;16.49;16.81;23.39
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_006.lp;14.0;1.0;9.0;5.0;2.0;55.0;1.0;0.0;none;min-degree;5.0;0.07;0.08;0.07;0.07;0.07
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_008.lp;14.0;1.0;9.0;5.0;2.0;73.0;1.0;1.0;semi;min-degree;7.0;3.84;3.86;3.81;3.86;4.34
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_008.lp;14.0;1.0;9.0;5.0;2.0;73.0;1.0;0.0;semi;min-degree;7.0;241.12;264.78;240.09;270.20;408.23
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_008.lp;14.0;1.0;9.0;5.0;2.0;73.0;1.0;1.0;weak;min-degree;7.0;4.64;4.68;4.62;4.67;5.20
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_008.lp;14.0;1.0;9.0;5.0;2.0;73.0;1.0;0.0;weak;min-degree;7.0;254.23;280.59;253.39;278.77;470.03
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_008.lp;14.0;1.0;9.0;5.0;2.0;73.0;1.0;0.0;none;min-degree;7.0;0.08;0.08;0.07;0.07;0.08
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_013.lp;14.0;1.0;9.0;5.0;2.0;74.0;1.0;1.0;semi;min-degree;8.0;26.77;27.46;26.72;27.44;36.20
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_013.lp;14.0;1.0;9.0;5.0;2.0;74.0;1.0;0.0;semi;min-degree;8.0;621.18;661.32;673.08;664.76;1105.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_013.lp;14.0;1.0;9.0;5.0;2.0;74.0;1.0;1.0;weak;min-degree;8.0;29.42;30.49;29.25;30.25;38.64
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_013.lp;14.0;1.0;9.0;5.0;2.0;74.0;1.0;0.0;weak;min-degree;8.0;809.13;999.30;806.00;1088.60;913.86
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_013.lp;14.0;1.0;9.0;5.0;2.0;74.0;1.0;0.0;none;min-degree;8.0;1.87;1.88;1.87;1.89;2.38
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_015.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;1.0;semi;min-degree;6.0;4.81;4.82;4.81;4.81;5.15
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_015.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;0.0;semi;min-degree;6.0;456.32;515.75;459.80;513.60;850.44
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_015.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;1.0;weak;min-degree;6.0;6.39;6.38;6.32;6.37;6.93
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_015.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;0.0;weak;min-degree;6.0;567.08;695.03;568.78;655.87;1181.63
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_015.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;0.0;none;min-degree;6.0;0.35;0.36;0.35;0.35;0.35
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_016.lp;14.0;1.0;9.0;5.0;2.0;84.0;1.0;1.0;semi;min-degree;8.0;95.18;101.38;95.52;99.06;137.04
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_016.lp;14.0;1.0;9.0;5.0;2.0;84.0;1.0;0.0;semi;min-degree;8.0;688.92;792.54;733.08;748.19;1352.10
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_016.lp;14.0;1.0;9.0;5.0;2.0;84.0;1.0;1.0;weak;min-degree;8.0;94.10;102.91;95.33;97.03;142.60
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_016.lp;14.0;1.0;9.0;5.0;2.0;84.0;1.0;0.0;weak;min-degree;8.0;865.83;978.67;878.13;883.13;1135.16
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_016.lp;14.0;1.0;9.0;5.0;2.0;84.0;1.0;0.0;none;min-degree;8.0;26.38;26.79;26.52;27.02;28.64
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_020.lp;14.0;1.0;9.0;5.0;2.0;64.0;1.0;1.0;semi;min-degree;7.0;0.04;0.04;0.04;0.04;0.05
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_020.lp;14.0;1.0;9.0;5.0;2.0;64.0;1.0;0.0;semi;min-degree;7.0;492.28;549.18;494.08;540.34;905.53
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_020.lp;14.0;1.0;9.0;5.0;2.0;64.0;1.0;1.0;weak;min-degree;7.0;0.05;0.05;0.05;0.05;0.05
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_020.lp;14.0;1.0;9.0;5.0;2.0;64.0;1.0;0.0;weak;min-degree;7.0;574.92;627.26;572.44;610.70;1103.35
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.20/instance_n20_p0.20_020.lp;14.0;1.0;9.0;5.0;2.0;64.0;1.0;0.0;none;min-degree;7.0;2.77;2.82;2.81;2.81;2.73
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_006.lp;14.0;1.0;9.0;5.0;2.0;87.0;1.0;1.0;semi;min-degree;8.0;16.52;17.05;16.64;16.98;20.37
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_006.lp;14.0;1.0;9.0;5.0;2.0;87.0;1.0;0.0;semi;min-degree;8.0;344.69;364.99;343.86;372.07;571.50
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_006.lp;14.0;1.0;9.0;5.0;2.0;87.0;1.0;1.0;weak;min-degree;8.0;19.79;20.48;19.68;20.28;25.00
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_006.lp;14.0;1.0;9.0;5.0;2.0;87.0;1.0;0.0;weak;min-degree;8.0;525.75;564.21;524.79;555.03;887.73
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_006.lp;14.0;1.0;9.0;5.0;2.0;87.0;1.0;0.0;none;min-degree;8.0;10.93;11.05;10.95;10.89;10.85
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_008.lp;14.0;1.0;9.0;5.0;2.0;93.0;1.0;1.0;semi;min-degree;8.0;59.84;63.59;59.71;63.93;77.64
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_008.lp;14.0;1.0;9.0;5.0;2.0;93.0;1.0;0.0;semi;min-degree;8.0;738.35;755.23;712.21;754.53;1333.80
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_008.lp;14.0;1.0;9.0;5.0;2.0;93.0;1.0;1.0;weak;min-degree;8.0;56.15;60.72;56.22;60.25;75.19
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_008.lp;14.0;1.0;9.0;5.0;2.0;93.0;1.0;0.0;weak;min-degree;8.0;947.71;978.88;1010.55;977.04;1160.28
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_008.lp;14.0;1.0;9.0;5.0;2.0;93.0;1.0;0.0;none;min-degree;8.0;2.32;2.35;2.35;2.36;2.32
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_016.lp;14.0;1.0;9.0;5.0;2.0;91.0;1.0;1.0;semi;min-degree;8.0;30.01;30.41;29.98;30.54;36.10
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_016.lp;14.0;1.0;9.0;5.0;2.0;91.0;1.0;0.0;semi;min-degree;8.0;475.23;499.69;474.01;522.41;799.66
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_016.lp;14.0;1.0;9.0;5.0;2.0;91.0;1.0;1.0;weak;min-degree;8.0;60.24;62.40;60.26;62.91;78.39
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_016.lp;14.0;1.0;9.0;5.0;2.0;91.0;1.0;0.0;weak;min-degree;8.0;1088.26;1035.34;1074.39;1076.28;1516.39
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.25/instance_n20_p0.25_016.lp;14.0;1.0;9.0;5.0;2.0;91.0;1.0;0.0;none;min-degree;8.0;2.78;2.83;2.78;2.74;2.71
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.05/instance_n25_p0.05_018.lp;14.0;1.0;9.0;5.0;2.0;39.0;1.0;1.0;semi;min-degree;2.0;0.03;0.03;0.02;0.03;0.03
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.05/instance_n25_p0.05_018.lp;14.0;1.0;9.0;5.0;2.0;39.0;1.0;0.0;semi;min-degree;2.0;61.76;61.47;61.96;60.98;64.18
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.05/instance_n25_p0.05_018.lp;14.0;1.0;9.0;5.0;2.0;39.0;1.0;1.0;weak;min-degree;2.0;0.04;0.04;0.04;0.03;0.03
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.05/instance_n25_p0.05_018.lp;14.0;1.0;9.0;5.0;2.0;39.0;1.0;0.0;weak;min-degree;2.0;32.12;32.24;32.26;33.15;35.46
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.05/instance_n25_p0.05_018.lp;14.0;1.0;9.0;5.0;2.0;39.0;1.0;0.0;none;min-degree;3.0;0.02;0.02;0.02;0.02;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_002.lp;14.0;1.0;9.0;5.0;2.0;64.0;1.0;1.0;semi;min-degree;7.0;0.06;0.06;0.06;0.06;0.05
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_002.lp;14.0;1.0;9.0;5.0;2.0;64.0;1.0;0.0;semi;min-degree;7.0;784.02;905.81;774.52;862.93;1116.08
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_002.lp;14.0;1.0;9.0;5.0;2.0;64.0;1.0;1.0;weak;min-degree;7.0;0.07;0.06;0.06;0.06;0.07
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_002.lp;14.0;1.0;9.0;5.0;2.0;64.0;1.0;0.0;weak;min-degree;7.0;603.89;609.46;670.75;608.67;601.77
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_002.lp;14.0;1.0;9.0;5.0;2.0;64.0;1.0;0.0;none;min-degree;7.0;0.03;0.02;0.02;0.02;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_003.lp;14.0;1.0;9.0;5.0;2.0;61.0;1.0;1.0;semi;min-degree;7.0;0.05;0.05;0.05;0.05;0.05
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_003.lp;14.0;1.0;9.0;5.0;2.0;61.0;1.0;0.0;semi;min-degree;7.0;887.49;1003.57;822.04;1005.67;1595.46
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_003.lp;14.0;1.0;9.0;5.0;2.0;61.0;1.0;1.0;weak;min-degree;7.0;0.05;0.05;0.04;0.05;0.05
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_003.lp;14.0;1.0;9.0;5.0;2.0;61.0;1.0;0.0;weak;min-degree;7.0;671.38;941.85;664.68;926.25;955.51
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_003.lp;14.0;1.0;9.0;5.0;2.0;61.0;1.0;0.0;none;min-degree;7.0;0.02;0.02;0.01;0.01;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_004.lp;14.0;1.0;9.0;5.0;2.0;65.0;1.0;1.0;semi;min-degree;6.0;1.37;1.33;1.33;1.34;1.44
